token,label
bhura khan,human
latanoprost,medicine
mukesh bluni,human
abishak soni,human
vicky,human
mucinex fast-max night time cold & flu,medicine
chandra shekar,human
prem singh negi,human
acetaminophen / pamabrom / pyrilamine,medicine
narender sharma,human
prem kumar,human
mestinon,medicine
raghunandan das,human
sachin kumal taneja,human
yognder,human
sagir,human
sanat patra,human
ruxolitinib,medicine
dinesh kartik,human
ustekinumab,medicine
iron sucrose,medicine
manoj singh bisht,human
jitendra singh,human
dhanraj sharma,human
vitamin b2,medicine
vishal sarin,human
zyrtec,medicine
vivek sharma,human
univasc,medicine
zaheer ahmad,human
pransis kallu,human
sinta,human
deeraj,human
shiv prakash,human
chosh singh,human
zytiga,medicine
1</span> users found this comment helpful.,diagnosis
levonorgestrel,medicine
taufik alam,human
indervesh,human
om prakash jat,human
hazi abdul samad,human
ob complete gold,medicine
simponi aria,medicine
surjit,human
jantarpal,human
phentercot,medicine
chiranjavi,human
noor islam,human
bivalirudin,medicine
dhanraj s/o sitaram,human
Manju Rungta,human
chlorpheniramine / phenylephrine,medicine
rajesh singh,human
dinesh chandra bartwal,human
bextra,medicine
tunni lal,human
ali sher,human
aakar talwar,human
nadhim,human
rajkumar sharjma,human
nanak singh,human
parmood,human
alrex,medicine
acute promyelocytic leukemia,diagnosis
chandra bhan,human
shahnawaz,human
balram gupta,human
md savir,human
prasant,human
nandu,human
jaiprkesh,human
sonu gupta,human
kailash kumar,human
vicky khan,human
myfortic,medicine
vishal lamba,human
clobazam,medicine
ethinyl estradiol / ethynodiol,medicine
viibryd,medicine
jai kishan,human
badri lal,human
naresh bansal,human
raghubeer singh,human
ziarul rehman,human
rajinder singh,human
kashi v,human
taleem,human
kunal kumar singh,human
M/19yrs,human
nagendra parihar,human
sunder lal tiwari,human
deepak sagar,human
senser,human
rakesh sonkar,human
vikas rajpoot,human
hariom urf kalu yadav,human
neeraj shokeen,human
42</span> users found this comment helpful.,diagnosis
sadik husain,human
tausin,human
sakal rai,human
md. saleem,human
wellbutrin,medicine
shailesh tiwari,human
ed mohmad,human
dharmveer,human
aakash chaudhary,human
magnesium sulfate,medicine
pabu dan,human
nar singh,human
dramamine less drowsy,medicine
rajendra singh,human
ibarhim,human
gavilyte-g,medicine
mohammad ali imam,human
macitentan,medicine
januvia,medicine
acetaminophen / aspirin,medicine
icu agitation,diagnosis
movantik,medicine
quetiapine,medicine
osphena,medicine
invega trinza,medicine
colazal,medicine
gs-1957975 sunil kumar vaag,human
shobha ram,human
triumeq,medicine
bacterial vaginitis,diagnosis
manish kushwaha s/o ramesh,human
ahmed hasan,human
sarbash,human
valsartan,medicine
shadik,human
ambien cr,medicine
omparkash,human
rakesh arora,human
sh. janardhan prasad,human
mohan ram,human
shakhtnsana singh,human
sh sri ram,human
vicks sinex nasal spray (old formulation),medicine
upender narayan jha,human
dorzolamide / timolol,medicine
filgrastim,medicine
bhima,human
safe akhter,human
mohd ashim,human
sumadan,medicine
iqarar,human
bisto,human
sagar pahwa,human
chandreshwar,human
jishan khan,human
letrozole,medicine
khalid khan,human
depakote sprinkles,medicine
amir khan,human
sacubitril / valsartan,medicine
shankar,human
ramesh tiwari,human
kemadrin,medicine
pomalidomide,medicine
nanak chand,human
pepto-bismol,medicine
ishu,human
imodium,medicine
nagender,human
factive,medicine
neutropenia,diagnosis
swapam som,human
hom prasad tilija,human
hypocalcemia,diagnosis
sanju urf yatendra singh,human
sandeep larse s/o dashrath larse,human
mohd sahil,human
shoaib,human
omendra singh rajpoot & kana,human
secondary cutaneous bacterial infections,diagnosis
emale infertility,diagnosis
mho javed,human
parmeshwar,human
manoj joshi,human
sujeet vishwas,human
chlorothiazide,medicine
heeera lal,human
ajay bairagi,human
vishesh,human
dhananjay singh,human
sh santosh s/o sh ramavtar,human
mohit bhatia,human
onabotulinumtoxina,medicine
loracarbef,medicine
sprintec,medicine
spiriva,medicine
arif akram,human
umasankar,human
velivet,medicine
shrikant manjhi,human
ravi raj sheker,human
jaijairam,human
mohamad umar,human
shiv kumar verma,human
ashish gupta,human
mamta,human
ajay chand,human
banwarilal,human
camptosar,medicine
ravi kant,human
subash bim,human
vinay kumar bansal,human
stress ulcer prophylaxis,diagnosis
saccharomyces boulardii lyo,medicine
cerebral spasticity,diagnosis
oxybutynin,medicine
soma compound with codeine,medicine
heather,medicine
ortho-novum 7 / 7 / 7,medicine
niraj sahu,human
neeraj chauhan,human
naphazoline,medicine
akash urf deepu,human
mumps virus vaccine,medicine
devinder sunar,human
jitender agarwal,human
vishal tiwari,human
pushpender,human
axert,medicine
lalan devi,human
girish chander kapadi,human
furosemide,medicine
ashok thru,human
ramsewak,human
dilip singh,human
"asthma, acute",diagnosis
bonine,medicine
mohd. habib,human
mohd shubhan,human
prem nath pandey,human
taytulla,medicine
deepansu,human
ubiquinone,medicine
anjum chowdhary,human
barkat tulla,human
urinary retention,diagnosis
buprenex,medicine
Ganesh Jadhav,human
shripal,human
alvesco,medicine
manoj upadhay,human
md. shoab,human
shyam pal,human
ram lagan singh,human
zicam extreme congestion relief,medicine
istodax,medicine
arpit avasthi,human
sagir ali,human
moh iqbal,human
bhramanand kumar,human
atitaj singh,human
olodaterol,medicine
mangeshwar,human
multaq,medicine
vilazodone,medicine
deepak sharma,human
ram khiladi,human
archna,human
torsemide,medicine
sugar singh,human
mahender sahani,human
krishan chand arora,human
mool chand,human
abhinav vashit,human
Nandabai Gaikwad,human
velaram,human
mani kant,human
mohd. gulfan,human
sehin,human
smt. tamu,human
sumit tiwari,human
danish,human
ultram er,medicine
radhey shyam,human
platelet aggregation inhibition,diagnosis
md. imran,human
faslodex,medicine
rohit,human
gonadotropin inhibition,diagnosis
mohan,human
taushif raza,human
capzasin-hp,medicine
foradil aerolizer,medicine
shiv kumar,human
vanquish,medicine
taxol,medicine
habitrol,medicine
rohaan sadat,human
rattan vail,human
canasa pac,medicine
partap singh,human
paras,human
aash mohoomad,human
sandeep saini,human
manish kumar saket,human
kionex,medicine
raj a,human
kishan,human
kunj bihari,human
paramjeet singh,human
bidil,medicine
uterine bleeding,diagnosis
tofik ahmed,human
satish kumar jangid,human
stifen john,human
epclusa,medicine
anjum,human
innohep,medicine
pappe das,human
dd suraj kumar,human
tasleem,human
jeetu,human
ramu urf rambabu,human
klash kumar,human
mahendra,human
ramkumar,human
indal paswan,human
fazulla,human
neki ram,human
rohit kumar,human
imiquimod,medicine
jugal kishor chouhan,human
surender pal,human
heeralal sahu,human
bhulan kumar,human
bhajandeep singh,human
altmash,human
manish dimri,human
diltiazem,medicine
lokesh,human
arun kumar,human
mangal,human
shri ratan lal,human
cetaphil lotion,medicine
gopiram atal,human
senokot s,medicine
puspender,human
dabu,human
tara parshad,human
gorav chandra,human
exalgo,medicine
jani khan,human
subhash chander sukhija,human
aspirin / chlorpheniramine / phenylephrine,medicine
comtan,medicine
randhir,human
synvisc,medicine
adoxa,medicine
dry eye disease,diagnosis
haridutt,human
lalit saini,human
deepak kamat,human
ramfare yadav,human
dabrafenib,medicine
local anesthesia,diagnosis
todays health nasal  relief extra moisturizing,medicine
reena,human
narayan rawat,human
munesh sharma,human
chander mani,human
fharman,human
ciclopirox,medicine
umlesh,human
arvind singh,human
pindolol,medicine
tarif,human
aman bharat,human
birajpal singh,human
nortrel 7 / 7 / 7,medicine
lactose intolerance,diagnosis
shikha,human
kenalog-40,medicine
anil yadav,human
avodart,medicine
coal tar,medicine
sanjay s/o hawa singh,human
nishal,human
selexipag,medicine
farku pujar,human
khalil maziz,human
bishana ram,human
md. ali,human
tek bahadur,human
mastan,human
raveena khaton,human
aveeno,medicine
deconamine,medicine
khushi ram,human
atropine / hyoscyamine / phenobarbital / scopolamine,medicine
ravi swarnkar,human
formoterol,medicine
abraxane,medicine
vickky,human
shri ram,human
symmetrel,medicine
zaditor,medicine
sankarlal,human
"copd, maintenance",diagnosis
nazir ali,human
amot,human
begraj,human
phenelzine,medicine
ram singh negi,human
chander bhan,human
adempas,medicine
rajbeer,human
vikash choudhary,human
ompal,human
biram,human
jagan,human
Snehal Khedkar,human
devashish sahu,human
chanda,human
effusion,diagnosis
risiraj,human
manoj kumar shrivastav,human
versha,human
urea,medicine
mansur ali,human
aashish kumar,human
anil narula,human
fiyaz ansari,human
ramesh chand tirvedi,human
novolog flexpen,medicine
hare chatiyan,human
Ashwini Perkar,human
juleber,medicine
vishal bhandari,human
harbir  singh,human
tundiram,human
"rabies vaccine, human diploid cell",medicine
kamal kishor saini,human
afrin sinus,medicine
gopal kishan,human
adzenys xr-odt,medicine
bhagipuri,human
vicodin es,medicine
virender paswan,human
fidaxomicin,medicine
haloperidol,medicine
hydrocortone,medicine
osteolytic bone metastases of solid tumors,diagnosis
bhavishy kumar sharma  uefh  bholu,human
jagdish chandra,human
pankajsheel,human
durga prasad,human
nimotop,medicine
versed,medicine
upender singh,human
sulfasalazine,medicine
rizatriptan,medicine
dumping syndrome,diagnosis
gurudut sharma,human
jahagir khan,human
ram niwas,human
abdul sakur,human
mohit agnihothri,human
chhinderpal,human
lamictal odt,medicine
sidharath,human
md. khalid,human
sertraline,medicine
cobicistat / darunavir,medicine
tikosyn,medicine
kavit,human
vishnu kumar,human
khalid,human
deepak ram,human
20</span> users found this comment helpful.,diagnosis
dimpy,human
theophylline,medicine
carac,medicine
hari ram sani,human
kunal sharma,human
robert forsis,human
rakesh  gupta,human
golimumab,medicine
akash mandal,human
sujit kumar jha,human
shami khurana,human
wiresh,human
spectazole,medicine
omkar,human
dinesh gupta,human
condylomata acuminata,diagnosis
pardeep kumar mathur,human
mohd sabir anjar,human
mohit parsad uniyal,human
unasyn,medicine
rajendra  pandey,human
jism mehar singh bedi,human
rid,medicine
fycompa,medicine
sahabbudin,human
shekhar,human
talvender,human
tarun kuamr,human
gagan,human
ravindera tiwari,human
parveen kumar,human
aluminum chloride hexahydrate,medicine
dwarka parsad,human
malkeet,human
sunil kimar,human
utam singh,human
sagir ahmad,human
harish chand dua,human
doxepin,medicine
ofloxacin,medicine
sonam w/o kanhiya gurjar,human
hardas,human
salvax duo,medicine
pawan meghwal,human
kamal urf babu,human
mohm. gulbhar,human
metolazone,medicine
vasculera,medicine
hasan shekh,human
prolia,medicine
mho. alpej,human
sanjay yadav,human
gopal lal meena,human
Shaligram wantride,human
sanjay malik,human
carmol 20,medicine
kallu,human
lavish kumar,human
jgdish sharma,human
dilvar,human
rajvi kumar,human
onexton,medicine
"herpes simplex, suppression",diagnosis
slippery elm,medicine
(R) u Radicular Pain,complaints
pawna,human
ascariasis,diagnosis
yusaf,human
clarinex-d 12 hour,medicine
sanjeev goswami,human
b12 nutritional deficiency,diagnosis
rahul bhiram,human
sukesh kumar choudhary,human
benadryl allergy sinus,medicine
tarun ragav,human
devraj,human
loprox,medicine
manoj sahni,human
gramicidin / neomycin / polymyxin b,medicine
yogender,human
aspirin / carisoprodol / codeine,medicine
kamal sharma,human
prax,medicine
pushpendra,human
vichitra sharma,human
manish maheshwari,human
satyam jha,human
ashok kumar dalal,human
deepak  kumar,human
dulal,human
teenu,human
upender,human
implanon,medicine
vaibav gupta,human
seizures,diagnosis
ravi lakra,human
amrit,human
punit khandelwal,human
azruddin,human
chaman parkash,human
maxalt-mlt,medicine
pentobarbital,medicine
siadh,diagnosis
praveen kumar chauhan,human
nivolumab,medicine
jit bahadur,human
khubchand,human
terence nameirak pam,human
lokesh kumar,human
fitrat,human
pin-x,medicine
sher mahomad,human
sustiva,medicine
kenalog-10,medicine
akhlesh paswan,human
tamoxifen,medicine
advil pm,medicine
vivek urfh navin,human
javal singh,human
mr. kishan singh,human
allegra odt,medicine
raju kumar mandal,human
shamim akhtar,human
mukesh chaudhry,human
rohit rawat,human
irsad khan,human
taslim,human
mupirocin,medicine
proamatine,medicine
Anil Sanghavi,human
surindera rajpal,human
beyaz,medicine
hiv infection,diagnosis
sohan singh,human
aabid,human
retin-a,medicine
Cervical UL Radicular Pain,diagnosis
gomti,human
29</span> users found this comment helpful.,diagnosis
viraj rana,human
underactive thyroid,diagnosis
hitesh widhuri,human
benzphetamine,medicine
mali ram,human
ghansyam kuswah,human
shashank sharma,human
chander singh,human
clarithromycin,medicine
kamala,human
sukhsohan,human
avalide,medicine
manmath nayak,human
enskyce,medicine
salivart,medicine
eczema,diagnosis
alli,medicine
kiran kumari,human
mohd sajad ali,human
citrate of magnesia,medicine
subham negi,human
rambhul,human
proventil,medicine
Baby Akhade,human
misoprostol,medicine
ashif ali,human
bimatoprost,medicine
motrin,medicine
shakil ahmad,human
sowar singh,human
rosiglitazone,medicine
afsar khan,human
sushil kumar arora,human
sawrn singh,human
aditya arya,human
acetaminophen / tramadol,medicine
charan singh,human
aabid khan,human
piyush,human
ankaj,human
v.r.thomas,human
lalit pandey,human
afzaj ansari,human
rishi pal,human
restless legs syndrome,diagnosis
nooralam,human
nishant tyagi,human
mustafa,human
shyam kumar,human
aalam,human
tev-tropin,medicine
zyclara,medicine
jamil khan,human
suraj nath yadav,human
schizoaffective disorde,diagnosis
maxair autohaler,medicine
mohit chouhan,human
bahadur singh,human
jabir,human
mehboob ali,human
usha,human
ischemic stroke,diagnosis
gilenya,medicine
amar kumar,human
manish garg,human
mohd akil,human
zejula,medicine
bhulaee,human
meperidine / promethazine,medicine
triavil,medicine
sudershan gopal,human
shashi pandit,human
sujit kumar,human
acetaminophen / pamabrom,medicine
keshav kumar,human
prankur dobhal or  monu,human
sumit bainsla,human
charanjeet singh,human
ankit sharma,human
acute coronary syndrome,diagnosis
vipan,human
rahu kumar,human
indocin,medicine
kishan dutt,human
sahib saran,human
tolak,medicine
ishatkar,human
adenosine,medicine
ghansyam,human
sachin pal,human
shahrukh,human
bablu ram,human
ramchander nuriya,human
mohan dagar,human
puran chand joshi,human
gajendra singh s/o  indra singh,human
guddu mishra,human
sunny koli,human
rizwaan,human
param,human
nanka bhil,human
saroop singh,human
manful,human
labor induction,diagnosis
vinod kaushik,human
ali ahmad,human
parbhat,human
tinea capitis,diagnosis
faiyaaz,human
shamshudin,human
balaram,human
shri  rupa ram,human
ishwari prashad dube,human
chandan yadav,human
caduet,medicine
anirudh,human
dichlorphenamide,medicine
ashok rai,human
subhash vharma,human
pe,diagnosis
luminal,medicine
loratadine / pseudoephedrine,medicine
vitamin/mineral supplementation during pregnancy/lactation,diagnosis
pernox,medicine
rupesh,human
allerx dose pack df,medicine
amit verma,human
albiglutide,medicine
hari dutt,human
akhilesh yadav,human
bhoopsingh,human
mohd hasnain,human
chtarpal singh,human
chloramphenicol,medicine
manjeet singh,human
victrelis,medicine
shyam lal gupta,human
daksh,human
beekar singh,human
madhu sudan,human
madhu,human
khalid ali,human
bhushan sahay,human
anikt kumar singh,human
aldomet,medicine
ramulu bumulu,human
vishal ahemad,human
colyte,medicine
firazyr,medicine
monu alias kallan,human
shoukat,human
sh vinod kumar,human
pancu,human
prem ranjan benerjee,human
deep,human
subhan khan,human
lidoderm,medicine
sakib,human
rijvan,human
permeshwar parsad,human
anand chauhan,human
kneerelief,medicine
viplo sardar,human
junl ansari,human
ajeet singj,human
rakesh,human
jiyaul,human
malaria,diagnosis
jaspal singh,human
chatter singh,human
harsh singhal,human
shri ram s/o khsyali ram r/o umariya p/s sindholi,human
zonisamide,medicine
hereditary angioedema,diagnosis
harsh singh bisht,human
harendra,human
shaukat khan,human
